,start,end,featlen,totlen,percent,type,name,gene
FAT3_1770_1883_DOMAIN,1770.0,1883.0,113.0,4557.0,0.02479701558042572,DOMAIN,Cadherin 16,FAT3
FAT3_1884_1986_DOMAIN,1884.0,1986.0,102.0,4557.0,0.02238314680710994,DOMAIN,Cadherin 17,FAT3
FAT3_1983_2084_DOMAIN,1983.0,2084.0,101.0,4557.0,0.02216370419135396,DOMAIN,Cadherin 18,FAT3
FAT3_2085_2186_DOMAIN,2085.0,2186.0,101.0,4557.0,0.02216370419135396,DOMAIN,Cadherin 19,FAT3
FAT3_2187_2287_DOMAIN,2187.0,2287.0,100.0,4557.0,0.021944261575597982,DOMAIN,Cadherin 20,FAT3
FAT3_2288_2394_DOMAIN,2288.0,2394.0,106.0,4557.0,0.02326091727013386,DOMAIN,Cadherin 21,FAT3
FAT3_2395_2496_DOMAIN,2395.0,2496.0,101.0,4557.0,0.02216370419135396,DOMAIN,Cadherin 22,FAT3
FAT3_2497_2600_DOMAIN,2497.0,2600.0,103.0,4557.0,0.022602589422865922,DOMAIN,Cadherin 23,FAT3
FAT3_2601_2708_DOMAIN,2601.0,2708.0,107.0,4557.0,0.02348035988588984,DOMAIN,Cadherin 24,FAT3
FAT3_2709_2814_DOMAIN,2709.0,2814.0,105.0,4557.0,0.02304147465437788,DOMAIN,Cadherin 25,FAT3
FAT3_2815_2924_DOMAIN,2815.0,2924.0,109.0,4557.0,0.0239192451174018,DOMAIN,Cadherin 26,FAT3
FAT3_2925_3029_DOMAIN,2925.0,3029.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 27,FAT3
FAT3_3030_3131_DOMAIN,3030.0,3131.0,101.0,4557.0,0.02216370419135396,DOMAIN,Cadherin 28,FAT3
FAT3_3132_3236_DOMAIN,3132.0,3236.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 29,FAT3
FAT3_3237_3341_DOMAIN,3237.0,3341.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 30,FAT3
FAT3_3342_3446_DOMAIN,3342.0,3446.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 31,FAT3
FAT3_3447_3551_DOMAIN,3447.0,3551.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 32,FAT3
FAT3_3552_3653_DOMAIN,3552.0,3653.0,101.0,4557.0,0.02216370419135396,DOMAIN,Cadherin 33,FAT3
FAT3_3795_3833_DOMAIN,3795.0,3833.0,38.0,4557.0,0.008338819398727233,DOMAIN,EGF-like 1,FAT3
FAT3_3835_4018_DOMAIN,3835.0,4018.0,183.0,4557.0,0.040157998683344305,DOMAIN,Laminin G-like,FAT3
FAT3_4021_4058_DOMAIN,4021.0,4058.0,37.0,4557.0,0.008119376782971253,DOMAIN,EGF-like 2,FAT3
FAT3_4060_4096_DOMAIN,4060.0,4096.0,36.0,4557.0,0.007899934167215274,DOMAIN,EGF-like 3,FAT3
FAT3_4098_4134_DOMAIN,4098.0,4134.0,36.0,4557.0,0.007899934167215274,DOMAIN,EGF-like 4; calcium-binding,FAT3
KDM6A_1095_1258_DOMAIN,1095.0,1258.0,163.0,1401.0,0.11634546752319772,DOMAIN,JmjC,KDM6A
KDM6A_1_1095_REGION,1.0,1095.0,1094.0,1401.0,0.780870806566738,REGION,Interaction with SUPT6H,KDM6A
LMO1_24_83_DOMAIN,24.0,83.0,59.0,156.0,0.3782051282051282,DOMAIN,LIM zinc-binding 1,LMO1
LMO1_88_147_DOMAIN,88.0,147.0,59.0,156.0,0.3782051282051282,DOMAIN,LIM zinc-binding 2,LMO1
NCOR1_435_486_DOMAIN,435.0,486.0,51.0,2440.0,0.020901639344262295,DOMAIN,SANT 1,NCOR1
NCOR1_623_674_DOMAIN,623.0,674.0,51.0,2440.0,0.020901639344262295,DOMAIN,SANT 2,NCOR1
NCOR1_1_373_REGION,1.0,373.0,372.0,2440.0,0.15245901639344261,REGION,Interaction with ZBTB33 and HEXIM1,NCOR1
NCOR1_254_312_REGION,254.0,312.0,58.0,2440.0,0.023770491803278688,REGION,Interaction with SIN3A/B,NCOR1
NCOR1_988_1816_REGION,988.0,1816.0,828.0,2440.0,0.33934426229508197,REGION,Interaction with ETO,NCOR1
NCOR1_1501_2440_REGION,1501.0,2440.0,939.0,2440.0,0.3848360655737705,REGION,Interaction with C1D,NCOR1
NCOR1_2032_2115_REGION,2032.0,2115.0,83.0,2440.0,0.03401639344262295,REGION,ID1,NCOR1
NCOR1_2047_2050_REGION,2047.0,2050.0,3.0,2440.0,0.0012295081967213116,REGION,Required for interaction with RARA in the absence of its ligand,NCOR1
NCOR1_2212_2273_REGION,2212.0,2273.0,61.0,2440.0,0.025,REGION,ID2,NCOR1
NCOR1_1933_1937_MOTIF,1933.0,1937.0,4.0,2440.0,0.001639344262295082,MOTIF,CORNR box 1,NCOR1
NCOR1_2055_2059_MOTIF,2055.0,2059.0,4.0,2440.0,0.001639344262295082,MOTIF,CORNR box 2,NCOR1
NCOR1_2263_2267_MOTIF,2263.0,2267.0,4.0,2440.0,0.001639344262295082,MOTIF,CORNR box 3,NCOR1
NFE2L2_497_560_DOMAIN,497.0,560.0,63.0,605.0,0.10413223140495868,DOMAIN,bZIP,NFE2L2
NFE2L2_499_518_REGION,499.0,518.0,19.0,605.0,0.03140495867768595,REGION,Basic motif,NFE2L2
NFE2L2_522_529_REGION,522.0,529.0,7.0,605.0,0.011570247933884297,REGION,Leucine-zipper,NFE2L2
NFE2L2_591_596_REGION,591.0,596.0,5.0,605.0,0.008264462809917356,REGION,Mediates interaction with CHD6 and is necessary to activate transcription,NFE2L2
RNF43,,,,783.0,,,,RNF43
SF3B1_190_342_REGION,190.0,342.0,152.0,1304.0,0.1165644171779141,REGION,U2AF homology region; mediates interaction with RBM39,SF3B1
SF3B1_223_491_REGION,223.0,491.0,268.0,1304.0,0.20552147239263804,REGION,Interaction with PPP1R8,SF3B1
SF3B1_529_568_REGION,529.0,568.0,39.0,1304.0,0.0299079754601227,REGION,Interaction with SF3B14,SF3B1
SF3B1_547_550_REGION,547.0,550.0,3.0,1304.0,0.0023006134969325155,REGION,Interaction with PHF5A,SF3B1
SF3B1_1156_1157_REGION,1156.0,1157.0,1.0,1304.0,0.0007668711656441718,REGION,Interaction with PHF5A,SF3B1
SF3B1_1248_1304_REGION,1248.0,1304.0,56.0,1304.0,0.04294478527607362,REGION,Interaction with SF3B3 and SF3B5,SF3B1
STAG2_293_378_DOMAIN,293.0,378.0,85.0,1231.0,0.06904955320877336,DOMAIN,SCD,STAG2
TIPARP_332_410_DOMAIN,332.0,410.0,78.0,657.0,0.1187214611872146,DOMAIN,WWE,TIPARP
TIPARP_449_657_DOMAIN,449.0,657.0,208.0,657.0,0.3165905631659056,DOMAIN,PARP catalytic,TIPARP
TIPARP_41_47_MOTIF,41.0,47.0,6.0,657.0,0.0091324200913242,MOTIF,Nuclear localization signal,TIPARP
ZNF703,,,,590.0,,,,ZNF703
AMER1,,,,1135.0,,,,AMER1
CCND2_26_151_DOMAIN,26.0,151.0,125.0,289.0,0.43252595155709345,DOMAIN,Cyclin N-terminal,CCND2
CDKN1B_51_91_REGION,51.0,91.0,40.0,198.0,0.20202020202020202,REGION,Interaction with CDK2,CDKN1B
CDKN1B_153_169_MOTIF,153.0,169.0,16.0,198.0,0.08080808080808081,MOTIF,Nuclear localization signal,CDKN1B
CRBN_81_317_DOMAIN,81.0,317.0,236.0,442.0,0.5339366515837104,DOMAIN,Lon N-terminal,CRBN
CRBN_318_426_DOMAIN,318.0,426.0,108.0,442.0,0.24434389140271492,DOMAIN,CULT,CRBN
CRBN_378_386_REGION,378.0,386.0,8.0,442.0,0.01809954751131222,REGION,Thalidomide binding,CRBN
CUL4A,,,,759.0,,,,CUL4A
DDR2_30_185_DOMAIN,30.0,185.0,155.0,855.0,0.18128654970760233,DOMAIN,F5/8 type C,DDR2
DDR2_563_849_DOMAIN,563.0,849.0,286.0,855.0,0.3345029239766082,DOMAIN,Protein kinase,DDR2
FANCD2_1_291_REGION,1.0,291.0,290.0,1451.0,0.19986216402481047,REGION,Interaction with FANCE,FANCD2
FANCD2_248_359_REGION,248.0,359.0,111.0,1451.0,0.07649896623018608,REGION,Interaction with BRCA2,FANCD2
FGF23,,,,251.0,,,,FGF23
FGF6,,,,208.0,,,,FGF6
KDM5A_19_60_DOMAIN,19.0,60.0,41.0,1690.0,0.0242603550295858,DOMAIN,JmjN,KDM5A
KDM5A_84_174_DOMAIN,84.0,174.0,90.0,1690.0,0.05325443786982249,DOMAIN,ARID,KDM5A
KDM5A_437_603_DOMAIN,437.0,603.0,166.0,1690.0,0.09822485207100591,DOMAIN,JmjC,KDM5A
KDM5A_1623_1690_REGION,1623.0,1690.0,67.0,1690.0,0.03964497041420118,REGION,Interaction with LMO2,KDM5A
KDM5A_419_423_MOTIF,419.0,423.0,4.0,1690.0,0.002366863905325444,MOTIF,GSGFP motif,KDM5A
NOTCH4_24_63_DOMAIN,24.0,63.0,39.0,2003.0,0.019470793809286072,DOMAIN,EGF-like 1,NOTCH4
NOTCH4_64_115_DOMAIN,64.0,115.0,51.0,2003.0,0.0254618072890664,DOMAIN,EGF-like 2,NOTCH4
NOTCH4_118_155_DOMAIN,118.0,155.0,37.0,2003.0,0.018472291562656017,DOMAIN,EGF-like 3,NOTCH4
NOTCH4_156_192_DOMAIN,156.0,192.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 4,NOTCH4
NOTCH4_194_232_DOMAIN,194.0,232.0,38.0,2003.0,0.018971542685971045,DOMAIN,EGF-like 5; calcium-binding,NOTCH4
NOTCH4_234_274_DOMAIN,234.0,274.0,40.0,2003.0,0.0199700449326011,DOMAIN,EGF-like 6,NOTCH4
NOTCH4_276_312_DOMAIN,276.0,312.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 7; calcium-binding,NOTCH4
NOTCH4_314_353_DOMAIN,314.0,353.0,39.0,2003.0,0.019470793809286072,DOMAIN,EGF-like 8; calcium-binding,NOTCH4
NOTCH4_355_391_DOMAIN,355.0,391.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 9; calcium-binding,NOTCH4
NOTCH4_392_430_DOMAIN,392.0,430.0,38.0,2003.0,0.018971542685971045,DOMAIN,EGF-like 10,NOTCH4
NOTCH4_432_473_DOMAIN,432.0,473.0,41.0,2003.0,0.020469296055916127,DOMAIN,EGF-like 11; calcium-binding,NOTCH4
NOTCH4_475_511_DOMAIN,475.0,511.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 12; calcium-binding,NOTCH4
NOTCH4_513_549_DOMAIN,513.0,549.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 13; calcium-binding,NOTCH4
NOTCH4_551_587_DOMAIN,551.0,587.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 14; calcium-binding,NOTCH4
NOTCH4_589_625_DOMAIN,589.0,625.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 15; calcium-binding,NOTCH4
NOTCH4_626_659_DOMAIN,626.0,659.0,33.0,2003.0,0.016475287069395907,DOMAIN,EGF-like 16,NOTCH4
NOTCH4_661_689_DOMAIN,661.0,689.0,28.0,2003.0,0.013979031452820768,DOMAIN,EGF-like 17,NOTCH4
NOTCH4_691_727_DOMAIN,691.0,727.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 18,NOTCH4
NOTCH4_729_765_DOMAIN,729.0,765.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 19,NOTCH4
NOTCH4_767_803_DOMAIN,767.0,803.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 20,NOTCH4
NOTCH4_806_842_DOMAIN,806.0,842.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 21,NOTCH4
NOTCH4_844_880_DOMAIN,844.0,880.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 22,NOTCH4
NOTCH4_882_928_DOMAIN,882.0,928.0,46.0,2003.0,0.022965551672491265,DOMAIN,EGF-like 23,NOTCH4
NOTCH4_930_966_DOMAIN,930.0,966.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 24,NOTCH4
NOTCH4_968_1004_DOMAIN,968.0,1004.0,36.0,2003.0,0.01797304043934099,DOMAIN,EGF-like 25,NOTCH4
NOTCH4_1006_1044_DOMAIN,1006.0,1044.0,38.0,2003.0,0.018971542685971045,DOMAIN,EGF-like 26,NOTCH4
NOTCH4_1046_1085_DOMAIN,1046.0,1085.0,39.0,2003.0,0.019470793809286072,DOMAIN,EGF-like 27,NOTCH4
NOTCH4_1087_1126_DOMAIN,1087.0,1126.0,39.0,2003.0,0.019470793809286072,DOMAIN,EGF-like 28,NOTCH4
NOTCH4_1130_1171_DOMAIN,1130.0,1171.0,41.0,2003.0,0.020469296055916127,DOMAIN,EGF-like 29,NOTCH4
RAD52_221_280_REGION,221.0,280.0,59.0,418.0,0.14114832535885166,REGION,Mediates interaction with RPA2,RAD52
RAF1_56_131_DOMAIN,56.0,131.0,75.0,648.0,0.11574074074074074,DOMAIN,RBD,RAF1
RAF1_349_609_DOMAIN,349.0,609.0,260.0,648.0,0.4012345679012346,DOMAIN,Protein kinase,RAF1
RAF1_331_349_REGION,331.0,349.0,18.0,648.0,0.027777777777777776,REGION,Interaction with PEBP1/RKIP,RAF1
VHL_14_53_REGION,14.0,53.0,39.0,213.0,0.18309859154929578,REGION,8 X 5 AA tandem repeats of G-[PAVG]-E-E- [DAYSLE],VHL
VHL_100_155_REGION,100.0,155.0,55.0,213.0,0.25821596244131456,REGION,Involved in binding to CCT complex,VHL
VHL_157_166_REGION,157.0,166.0,9.0,213.0,0.04225352112676056,REGION,Interaction with Elongin BC complex,VHL
BCL6_32_99_DOMAIN,32.0,99.0,67.0,706.0,0.09490084985835694,DOMAIN,BTB,BCL6
BCL6_376_379_REGION,376.0,379.0,3.0,706.0,0.00424929178470255,REGION,Required for interaction with NuRD complex and for transcriptional repressor activity,BCL6
PARP1_385_476_DOMAIN,385.0,476.0,91.0,1014.0,0.08974358974358974,DOMAIN,BRCT,PARP1
PARP1_662_779_DOMAIN,662.0,779.0,117.0,1014.0,0.11538461538461539,DOMAIN,PARP alpha-helical,PARP1
PARP1_788_1014_DOMAIN,788.0,1014.0,226.0,1014.0,0.22287968441814596,DOMAIN,PARP catalytic,PARP1
PARP1_373_524_REGION,373.0,524.0,151.0,1014.0,0.14891518737672585,REGION,Automodification domain,PARP1
PARP1_207_209_MOTIF,207.0,209.0,2.0,1014.0,0.0019723865877712033,MOTIF,Nuclear localization signal,PARP1
PARP1_221_226_MOTIF,221.0,226.0,5.0,1014.0,0.004930966469428008,MOTIF,Nuclear localization signal,PARP1
PBRM1_64_134_DOMAIN,64.0,134.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 1,PBRM1
PBRM1_200_270_DOMAIN,200.0,270.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 2,PBRM1
PBRM1_400_470_DOMAIN,400.0,470.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 3,PBRM1
PBRM1_538_608_DOMAIN,538.0,608.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 4,PBRM1
PBRM1_676_746_DOMAIN,676.0,746.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 5,PBRM1
PBRM1_792_862_DOMAIN,792.0,862.0,70.0,1689.0,0.04144464179988159,DOMAIN,Bromo 6,PBRM1
PBRM1_956_1074_DOMAIN,956.0,1074.0,118.0,1689.0,0.06986382474837181,DOMAIN,BAH 1,PBRM1
PBRM1_1156_1272_DOMAIN,1156.0,1272.0,116.0,1689.0,0.06867969212551805,DOMAIN,BAH 2,PBRM1
SETD2_1494_1548_DOMAIN,1494.0,1548.0,54.0,2564.0,0.02106084243369735,DOMAIN,AWS,SETD2
SETD2_1550_1667_DOMAIN,1550.0,1667.0,117.0,2564.0,0.04563182527301092,DOMAIN,SET,SETD2
SETD2_1674_1690_DOMAIN,1674.0,1690.0,16.0,2564.0,0.0062402496099844,DOMAIN,Post-SET,SETD2
SETD2_2389_2422_DOMAIN,2389.0,2422.0,33.0,2564.0,0.012870514820592824,DOMAIN,WW,SETD2
SETD2_1418_1714_REGION,1418.0,1714.0,296.0,2564.0,0.11544461778471139,REGION,Interaction with TUBA1A,SETD2
SETD2_1560_1562_REGION,1560.0,1562.0,2.0,2564.0,0.00078003120124805,REGION,S-adenosyl-L-methionine binding,SETD2
SETD2_1603_1605_REGION,1603.0,1605.0,2.0,2564.0,0.00078003120124805,REGION,S-adenosyl-L-methionine binding,SETD2
SETD2_1628_1629_REGION,1628.0,1629.0,1.0,2564.0,0.000390015600624025,REGION,S-adenosyl-L-methionine binding,SETD2
SETD2_2137_2366_REGION,2137.0,2366.0,229.0,2564.0,0.08931357254290172,REGION,Low charge region,SETD2
SETD2_2457_2564_REGION,2457.0,2564.0,107.0,2564.0,0.041731669266770674,REGION,Interaction with POLR2A,SETD2
AURKB_77_327_DOMAIN,77.0,327.0,250.0,344.0,0.7267441860465116,DOMAIN,Protein kinase,AURKB
CEBPA_282_345_DOMAIN,282.0,345.0,63.0,358.0,0.17597765363128492,DOMAIN,bZIP,CEBPA
CEBPA_1_70_REGION,1.0,70.0,69.0,358.0,0.19273743016759776,REGION,"Required to repress E2F1:TFDP1-mediated transcription, to inhibit cell cycle and to induce adipocyte differentiation",CEBPA
CEBPA_54_72_REGION,54.0,72.0,18.0,358.0,0.05027932960893855,REGION,Required for interaction with TRIB1,CEBPA
CEBPA_128_204_REGION,128.0,204.0,76.0,358.0,0.2122905027932961,REGION,Required to induce adipocyte differentiation,CEBPA
CEBPA_182_198_REGION,182.0,198.0,16.0,358.0,0.0446927374301676,REGION,Required to functionally cooperate with SREBF1 in promoter activation,CEBPA
CEBPA_244_358_REGION,244.0,358.0,114.0,358.0,0.31843575418994413,REGION,Interaction with FOXO1,CEBPA
CEBPA_286_313_REGION,286.0,313.0,27.0,358.0,0.07541899441340782,REGION,Basic motif,CEBPA
CEBPA_317_345_REGION,317.0,345.0,28.0,358.0,0.0782122905027933,REGION,Leucine-zipper,CEBPA
SYK_15_107_DOMAIN,15.0,107.0,92.0,635.0,0.14488188976377953,DOMAIN,SH2 1,SYK
SYK_168_259_DOMAIN,168.0,259.0,91.0,635.0,0.14330708661417324,DOMAIN,SH2 2,SYK
SYK_371_631_DOMAIN,371.0,631.0,260.0,635.0,0.4094488188976378,DOMAIN,Protein kinase,SYK
SYK_108_167_REGION,108.0,167.0,59.0,635.0,0.09291338582677165,REGION,Interdomain A,SYK
SYK_260_370_REGION,260.0,370.0,110.0,635.0,0.1732283464566929,REGION,Interdomain B,SYK
PIK3C2G_285_371_DOMAIN,285.0,371.0,86.0,1445.0,0.05951557093425606,DOMAIN,PI3K-RBD,PIK3C2G
PIK3C2G_453_628_DOMAIN,453.0,628.0,175.0,1445.0,0.12110726643598616,DOMAIN,C2 PI3K-type,PIK3C2G
PIK3C2G_643_819_DOMAIN,643.0,819.0,176.0,1445.0,0.12179930795847752,DOMAIN,PIK helical,PIK3C2G
PIK3C2G_916_1180_DOMAIN,916.0,1180.0,264.0,1445.0,0.18269896193771626,DOMAIN,PI3K/PI4K,PIK3C2G
PIK3C2G_1199_1311_DOMAIN,1199.0,1311.0,112.0,1445.0,0.07750865051903114,DOMAIN,PX,PIK3C2G
PIK3C2G_1328_1424_DOMAIN,1328.0,1424.0,96.0,1445.0,0.06643598615916955,DOMAIN,C2,PIK3C2G
RB1_373_771_REGION,373.0,771.0,398.0,928.0,0.42887931034482757,REGION,Pocket; binds T and E1A,RB1
RB1_373_579_REGION,373.0,579.0,206.0,928.0,0.22198275862068967,REGION,Domain A,RB1
RB1_580_639_REGION,580.0,639.0,59.0,928.0,0.06357758620689655,REGION,Spacer,RB1
RB1_640_771_REGION,640.0,771.0,131.0,928.0,0.1411637931034483,REGION,Domain B,RB1
RB1_763_928_REGION,763.0,928.0,165.0,928.0,0.17780172413793102,REGION,Interaction with LIMD1,RB1
RB1_771_928_REGION,771.0,928.0,157.0,928.0,0.16918103448275862,REGION,Domain C; mediates interaction with E4F1,RB1
RB1_870_876_MOTIF,870.0,876.0,6.0,928.0,0.00646551724137931,MOTIF,Nuclear localization signal,RB1
AR_669_900_DOMAIN,669.0,900.0,231.0,920.0,0.2510869565217391,DOMAIN,NR LBD,AR
AR_1_587_REGION,1.0,587.0,586.0,920.0,0.6369565217391304,REGION,Interaction with ZNF318,AR
AR_1_559_REGION,1.0,559.0,558.0,920.0,0.6065217391304348,REGION,Modulating,AR
AR_552_919_REGION,552.0,919.0,367.0,920.0,0.39891304347826084,REGION,Interaction with LPXN,AR
AR_572_662_REGION,572.0,662.0,90.0,920.0,0.09782608695652174,REGION,Interaction with HIPK3,AR
AR_592_919_REGION,592.0,919.0,327.0,920.0,0.35543478260869565,REGION,Interaction with CCAR1,AR
AR_625_919_REGION,625.0,919.0,294.0,920.0,0.31956521739130433,REGION,Interaction with KAT7,AR
BRIP1_11_442_DOMAIN,11.0,442.0,431.0,1249.0,0.3450760608486789,DOMAIN,Helicase ATP-binding,BRIP1
BRIP1_888_1063_REGION,888.0,1063.0,175.0,1249.0,0.14011208967173738,REGION,Interaction with BRCA1,BRIP1
BRIP1_158_175_MOTIF,158.0,175.0,17.0,1249.0,0.013610888710968775,MOTIF,Nuclear localization signal,BRIP1
BRIP1_393_396_MOTIF,393.0,396.0,3.0,1249.0,0.0024019215372297837,MOTIF,DEAH box,BRIP1
KAT6A_95_171_DOMAIN,95.0,171.0,76.0,2004.0,0.03792415169660679,DOMAIN,H15,KAT6A
KAT6A_504_778_DOMAIN,504.0,778.0,274.0,2004.0,0.13672654690618763,DOMAIN,MYST-type HAT,KAT6A
KAT6A_1_144_REGION,1.0,144.0,143.0,2004.0,0.07135728542914171,REGION,Required for activation of RUNX1-1,KAT6A
KAT6A_52_166_REGION,52.0,166.0,114.0,2004.0,0.05688622754491018,REGION,Required for nuclear localization,KAT6A
KAT6A_144_664_REGION,144.0,664.0,520.0,2004.0,0.25948103792415167,REGION,Interaction with PML,KAT6A
KAT6A_312_664_REGION,312.0,664.0,352.0,2004.0,0.17564870259481039,REGION,Interaction with RUNX1-1,KAT6A
KAT6A_488_778_REGION,488.0,778.0,290.0,2004.0,0.14471057884231536,REGION,Catalytic,KAT6A
KAT6A_507_810_REGION,507.0,810.0,303.0,2004.0,0.15119760479041916,REGION,"Mediates interaction with BRPF1, required for histone H3 acetyltransferase activity",KAT6A
KAT6A_645_649_REGION,645.0,649.0,4.0,2004.0,0.001996007984031936,REGION,Acetyl-CoA binding,KAT6A
KAT6A_654_660_REGION,654.0,660.0,6.0,2004.0,0.0029940119760479044,REGION,Acetyl-CoA binding,KAT6A
KAT6A_1517_1741_REGION,1517.0,1741.0,224.0,2004.0,0.11177644710578842,REGION,Interaction with PML,KAT6A
KAT6A_1517_1642_REGION,1517.0,1642.0,125.0,2004.0,0.062375249500998,REGION,Interaction with RUNX1-2,KAT6A
KAT6A_1913_1948_REGION,1913.0,1948.0,35.0,2004.0,0.01746506986027944,REGION,Required for activation of RUNX1-2,KAT6A
FGF10,,,,208.0,,,,FGF10
GNAQ,,,,359.0,,,,GNAQ
HGF_37_123_DOMAIN,37.0,123.0,86.0,728.0,0.11813186813186813,DOMAIN,PAN,HGF
HGF_128_206_DOMAIN,128.0,206.0,78.0,728.0,0.10714285714285714,DOMAIN,Kringle 1,HGF
HGF_211_288_DOMAIN,211.0,288.0,77.0,728.0,0.10576923076923077,DOMAIN,Kringle 2,HGF
HGF_305_383_DOMAIN,305.0,383.0,78.0,728.0,0.10714285714285714,DOMAIN,Kringle 3,HGF
HGF_391_469_DOMAIN,391.0,469.0,78.0,728.0,0.10714285714285714,DOMAIN,Kringle 4,HGF
HGF_495_721_DOMAIN,495.0,721.0,226.0,728.0,0.31043956043956045,DOMAIN,Peptidase S1,HGF
KMT2D_5175_5235_DOMAIN,5175.0,5235.0,60.0,5537.0,0.010836192884233339,DOMAIN,FYR N-terminal,KMT2D
KMT2D_5236_5321_DOMAIN,5236.0,5321.0,85.0,5537.0,0.015351273252663897,DOMAIN,FYR C-terminal,KMT2D
KMT2D_5397_5513_DOMAIN,5397.0,5513.0,116.0,5537.0,0.020949972909517788,DOMAIN,SET,KMT2D
KMT2D_5521_5537_DOMAIN,5521.0,5537.0,16.0,5537.0,0.0028896514357955572,DOMAIN,Post-SET,KMT2D
KMT2D_439_668_REGION,439.0,668.0,229.0,5537.0,0.04135813617482391,REGION,15 X 5 AA repeats of S/P-P-P-E/P-E/A,KMT2D
KMT2D_5474_5475_REGION,5474.0,5475.0,1.0,5537.0,0.00018060321473722233,REGION,S-adenosyl-L-methionine binding,KMT2D
KMT2D_2686_2690_MOTIF,2686.0,2690.0,4.0,5537.0,0.0007224128589488893,MOTIF,LXXLL motif 1,KMT2D
KMT2D_3038_3042_MOTIF,3038.0,3042.0,4.0,5537.0,0.0007224128589488893,MOTIF,LXXLL motif 2,KMT2D
KMT2D_4222_4236_MOTIF,4222.0,4236.0,14.0,5537.0,0.0025284450063211127,MOTIF,LXXLL motif 3,KMT2D
KMT2D_4253_4257_MOTIF,4253.0,4257.0,4.0,5537.0,0.0007224128589488893,MOTIF,LXXLL motif 4,KMT2D
KMT2D_4463_4467_MOTIF,4463.0,4467.0,4.0,5537.0,0.0007224128589488893,MOTIF,LXXLL motif 5,KMT2D
KMT2D_4990_4994_MOTIF,4990.0,4994.0,4.0,5537.0,0.0007224128589488893,MOTIF,LXXLL motif 6,KMT2D
MAP3K13_168_409_DOMAIN,168.0,409.0,241.0,966.0,0.2494824016563147,DOMAIN,Protein kinase,MAP3K13
MAP3K13_433_454_REGION,433.0,454.0,21.0,966.0,0.021739130434782608,REGION,Leucine-zipper 1,MAP3K13
MAP3K13_486_507_REGION,486.0,507.0,21.0,966.0,0.021739130434782608,REGION,Leucine-zipper 2,MAP3K13
MAP3K13_815_828_REGION,815.0,828.0,13.0,966.0,0.013457556935817806,REGION,Acidic,MAP3K13
RUNX1T1_120_215_DOMAIN,120.0,215.0,95.0,604.0,0.15728476821192053,DOMAIN,TAFH,RUNX1T1
RUNX1T1_337_383_REGION,337.0,383.0,46.0,604.0,0.076158940397351,REGION,Nervy homology region 2 (NHR2),RUNX1T1
RUNX1T1_443_492_REGION,443.0,492.0,49.0,604.0,0.08112582781456953,REGION,Nervy homology region 3 (NHR3),RUNX1T1
TGFBR2_244_544_DOMAIN,244.0,544.0,300.0,567.0,0.5291005291005291,DOMAIN,Protein kinase,TGFBR2
RAD50_635_734_DOMAIN,635.0,734.0,99.0,1312.0,0.07545731707317073,DOMAIN,Zinc-hook,RAD50
ARID2_13_105_DOMAIN,13.0,105.0,92.0,1835.0,0.05013623978201635,DOMAIN,ARID,ARID2
ARID2_313_317_MOTIF,313.0,317.0,4.0,1835.0,0.0021798365122615805,MOTIF,LXXLL,ARID2
AURKA_133_383_DOMAIN,133.0,383.0,250.0,403.0,0.6203473945409429,DOMAIN,Protein kinase,AURKA
AURKA_280_293_REGION,280.0,293.0,13.0,403.0,0.03225806451612903,REGION,Activation segment,AURKA
ESR1_311_547_DOMAIN,311.0,547.0,236.0,595.0,0.39663865546218485,DOMAIN,NR LBD,ESR1
ESR1_1_184_REGION,1.0,184.0,183.0,595.0,0.30756302521008405,REGION,Modulating (transactivation AF-1); mediates interaction with MACROD1,ESR1
ESR1_35_174_REGION,35.0,174.0,139.0,595.0,0.23361344537815126,REGION,Interaction with DDX5; self-association,ESR1
ESR1_35_47_REGION,35.0,47.0,12.0,595.0,0.020168067226890758,REGION,Required for interaction with NCOA1,ESR1
