Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments	Fusion_Status
TP53	0	MSKCC-DMP	P-0014682-T01-IM6	TP53-EIF5A fusion	yes	unknown	NA	unknown	TP53 (NM_000546) rearrangement: chr17:g.7209489_c.672+10:TP53del Note: The TP53 rearrangement is a deletion of exons 7-11.	
SMARCA4	0	MSKCC-DMP	P-0021507-T01-IM6	SMARCA4-intragenic	yes	unknown	NA	out of frame	SMARCA4 (NM_003072) rearrangement: c.2439-2006_c.2506-34del Note: The SMARCA4 rearrangement is an intragenic deletion of exon 17. The functional significance is undetermined.	
AGO2	0	MSKCC-DMP	P-0021993-T01-IM6	AGO2-intragenic	yes	unknown	NA	in frame	AGO2 (NM_012154) rearrangement: c.768+28_c.23-22677dup Note: The AGO2 rearrangement results in the in-frame duplication of exons 2-6. The functional significance is undetermined.	
EEF1A2	0	MSKCC-DMP	P-0022034-T01-IM6	PIK3R2-EEF1A2 fusion	yes	unknown	NA	unknown	PIK3R2 (NM_005027) Rearrangement: t(19,20)(p13.11,q13.33)(chr19:g.18271854::chr20:g.62118311) Note: The PIK3R2 Rearrangement results in the possible truncation of PIK3R2. Its functional significance is undetermined.	
PIK3R2	0	MSKCC-DMP	P-0022034-T01-IM6	PIK3R2-EEF1A2 fusion	yes	unknown	NA	unknown	PIK3R2 (NM_005027) Rearrangement: t(19,20)(p13.11,q13.33)(chr19:g.18271854::chr20:g.62118311) Note: The PIK3R2 Rearrangement results in the possible truncation of PIK3R2. Its functional significance is undetermined.	
BRD4	0	MSKCC-DMP	P-0022703-T01-IM6	AKAP8-BRD4 fusion	yes	unknown	NA	unknown	BRD4 (NM_058243) rearrangement: c.2587_chr19:g.15412725del Note: The BRD4 rearrangement results in the deletion of exons 1-14. One of the breakpoints is within exon 14. The functional significance is undetermined.	
AKAP8	0	MSKCC-DMP	P-0022703-T01-IM6	AKAP8-BRD4 fusion	yes	unknown	NA	unknown	BRD4 (NM_058243) rearrangement: c.2587_chr19:g.15412725del Note: The BRD4 rearrangement results in the deletion of exons 1-14. One of the breakpoints is within exon 14. The functional significance is undetermined.	
TSC1	0	MSKCC-DMP	P-0023603-T01-IM6	AIDA-TSC1 fusion	yes	unknown	NA	out of frame	TSC1 (NM_000368) rearrangement: t(1;9)(q41,q34.13)(chr1:g.222846177::chr9:g.135779003) Note: The TSC1 rearrangement is a translocation which may result in the truncation of exons 18-23. Its functional significance is undetermined.	
AIDA	0	MSKCC-DMP	P-0023603-T01-IM6	AIDA-TSC1 fusion	yes	unknown	NA	out of frame	TSC1 (NM_000368) rearrangement: t(1;9)(q41,q34.13)(chr1:g.222846177::chr9:g.135779003) Note: The TSC1 rearrangement is a translocation which may result in the truncation of exons 18-23. Its functional significance is undetermined.	
RB1	0	MSKCC-DMP	P-0024263-T01-IM6	RB1-intragenic	yes	unknown	NA	unknown	RB1 (NM_000321) Rearrangement : c.-1480_c.107del Note: The RB1 Rearrangement results in the intragenic deletion of exon1 of RB1.The breakpoints are within the promoter of RB1 and exon1 respectively. Its functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0013544-T02-IM6	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) rearrangement: c.1134-38_c.1299-555del Note: The EGFR rearrangement is a deletion of exons 10-11. The functional significance is undetermined.	
KRAS	0	MSKCC-DMP	P-0015078-T01-IM6	KRAS-intragenic	yes	unknown	NA	unknown	KRAS (NM_033360) rearrangement: chr12:g.25463932_c.267dup Note: The KRAS rearrangement is a duplication which includes exons 1-3. One of the breakpoints is within exon3. The functional significance is undetermined.	
CSF1R	0	MSKCC-DMP	P-0015122-T01-IM6	GRIA1-CSF1R fusion	yes	unknown	NA	unknown	CSF1R (NM_005211) - GRIA1 (NM_000827) rearrangement: c.1918:CSF1R_c.460+1372:GRIA1dup Note: The CSF1R (NM_005211) - GRIA1 (NM_000827) rearrangement is a duplication of exons 1-14 of CSF1R and exons 1-3 of GRIA1. One of the breakpoints is within CSF1R exon 14. The functional significance is unknown.	
GRIA1	0	MSKCC-DMP	P-0015122-T01-IM6	GRIA1-CSF1R fusion	yes	unknown	NA	unknown	CSF1R (NM_005211) - GRIA1 (NM_000827) rearrangement: c.1918:CSF1R_c.460+1372:GRIA1dup Note: The CSF1R (NM_005211) - GRIA1 (NM_000827) rearrangement is a duplication of exons 1-14 of CSF1R and exons 1-3 of GRIA1. One of the breakpoints is within CSF1R exon 14. The functional significance is unknown.	
POLA2	0	MSKCC-DMP	P-0015331-T01-IM6	MLL-POLA2 fusion	yes	unknown	NA	unknown	MLL (NM_001197104) rearrangement: chr11:g.65037554_c.3122:MLLinv Note: The MLL rearrangement is an inversion of 5UTR and exons 1-3. One of the breakpoints is within exon 3.	
MLL	0	MSKCC-DMP	P-0015331-T01-IM6	MLL-POLA2 fusion	yes	unknown	NA	unknown	MLL (NM_001197104) rearrangement: chr11:g.65037554_c.3122:MLLinv Note: The MLL rearrangement is an inversion of 5UTR and exons 1-3. One of the breakpoints is within exon 3.	
EGFR	0	MSKCC-DMP	P-0015369-T01-IM6	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) VIII intragenic deletion: c.89-58008_c.889+474del	
MLL	0	MSKCC-DMP	P-0015415-T01-IM6	MLL-intragenic	yes	unknown	NA	unknown	MLL (NM_001197104) Rearrangement: c.433-2334_c.1347del Note: The MLL Rearrangement results in the intragenic deletion of exons 2-3 of MLL. One of the breakpoints is within exon3. Its functional significance is undetermined.	
MYD88	0	MSKCC-DMP	P-0015445-T01-IM6	ROBO2-MYD88 fusion	yes	unknown	NA	in frame	MYD88 (NM_002468) - ROBO2 (NM_002942) rearrangement: c.503-189:MYD88_c.3935-874:ROBO2del Note: The MYD88 - ROBO2 rearrangement is an deletion that results in a in-frame fusion of MYD88 exons 1-2 to ROBO2 exons 25-26. The functional significance is undetermined.	
ROBO2	0	MSKCC-DMP	P-0015445-T01-IM6	ROBO2-MYD88 fusion	yes	unknown	NA	in frame	MYD88 (NM_002468) - ROBO2 (NM_002942) rearrangement: c.503-189:MYD88_c.3935-874:ROBO2del Note: The MYD88 - ROBO2 rearrangement is an deletion that results in a in-frame fusion of MYD88 exons 1-2 to ROBO2 exons 25-26. The functional significance is undetermined.	
LZTS1	0	MSKCC-DMP	P-0015471-T01-IM6	RAF1-LZTS1 fusion	yes	unknown	NA	out of frame	LZTS1 (NM_021020) - RAF1 (NM_002880) rearrangement: t(3;8)(p25.2;p21.3)(chr3:g.12641856::chr8:g.20111180) Note: The LZTS1 - RAF1 rearrangement is a translocation which results in the fusion of LZTS1 exon1 to RAF1 exon9 and includes the kinase domain of RAF1	
RAF1	0	MSKCC-DMP	P-0015471-T01-IM6	RAF1-LZTS1 fusion	yes	unknown	NA	out of frame	LZTS1 (NM_021020) - RAF1 (NM_002880) rearrangement: t(3;8)(p25.2;p21.3)(chr3:g.12641856::chr8:g.20111180) Note: The LZTS1 - RAF1 rearrangement is a translocation which results in the fusion of LZTS1 exon1 to RAF1 exon9 and includes the kinase domain of RAF1	
PLCH2	0	MSKCC-DMP	P-0015531-T01-IM6	TNFRSF14-PLCH2 fusion	yes	unknown	NA	unknown	TNFRSF14 (NM_003820) - PLCH2 (NM_014638)  rearrangement: c.2547:PLCH2_c.69+32:TNFRSF14dup Note: The TNFRSF14 - PLCH2 rearrangement is a duplication that results in the fusion of TNFRSF14 exon 1 with PLCH2 exons 19-22. One of the breakpoints is with PLCH2 exon 19. The functional significance is undetermined.	
TNFRSF14	0	MSKCC-DMP	P-0015531-T01-IM6	TNFRSF14-PLCH2 fusion	yes	unknown	NA	unknown	TNFRSF14 (NM_003820) - PLCH2 (NM_014638)  rearrangement: c.2547:PLCH2_c.69+32:TNFRSF14dup Note: The TNFRSF14 - PLCH2 rearrangement is a duplication that results in the fusion of TNFRSF14 exon 1 with PLCH2 exons 19-22. One of the breakpoints is with PLCH2 exon 19. The functional significance is undetermined.	
TAP1	0	MSKCC-DMP	P-0015600-T01-IM6	COL11A2-TAP1 fusion	yes	unknown	NA	unknown	TAP1 (NM_000593) Rearrangement : c.*35:TAP1_c.939+214:COL11A2dup Note: The TAP1 Rearrangement results in the duplication of exons 1-11 of TAP1. The breakpoint in TAP1 is within the 3' UTR region after transcription stop site. Its functional significance is undetermined.	
COL11A2	0	MSKCC-DMP	P-0015600-T01-IM6	COL11A2-TAP1 fusion	yes	unknown	NA	unknown	TAP1 (NM_000593) Rearrangement : c.*35:TAP1_c.939+214:COL11A2dup Note: The TAP1 Rearrangement results in the duplication of exons 1-11 of TAP1. The breakpoint in TAP1 is within the 3' UTR region after transcription stop site. Its functional significance is undetermined.	
RB1	0	MSKCC-DMP	P-0015713-T01-IM6	RB1-intragenic	yes	unknown	NA	out of frame	RB1 (NM_000321) rearrangement: c.1050-15_c.1216-1620dup Note: The RB1 rearrangement is an intragenic duplication of exons 11-12. The functional significance is undetermined.	
ATP10A	0	MSKCC-DMP	P-0015717-T01-IM6	PTPRD-ATP10A fusion	yes	unknown	NA	unknown	PTPRD (NM_002839) - ATP10A (NM_024490) rearrangement: t(9;15)(p24.1;q12)(chr9:g.8331699::chr15:g.26029000) Note: The PTPRD - ATP10A rearrangement is a translocation with breakpoints within PTPRD exon 44 and ATP10A intron 1. The functional significance is undetermined.	
PTPRD	0	MSKCC-DMP	P-0015717-T01-IM6	PTPRD-ATP10A fusion	yes	unknown	NA	unknown	PTPRD (NM_002839) - ATP10A (NM_024490) rearrangement: t(9;15)(p24.1;q12)(chr9:g.8331699::chr15:g.26029000) Note: The PTPRD - ATP10A rearrangement is a translocation with breakpoints within PTPRD exon 44 and ATP10A intron 1. The functional significance is undetermined.	
LOC285696	0	MSKCC-DMP	P-0015717-T01-IM6	RICTOR-LOC285696 fusion	yes	unknown	NA	unknown	RICTOR (NM_152756) rearrangement: c.746_chr5:g.17010343inv Note: The RICTOR rearrangement is an inversion which includes exons 8 - 38 of RICTOR. One of the breakpoints is within exon 8. Multiple other structural rearrangements involving RICTOR were detected in this sample and a more complex rearrangement is possible.  The functional significance is undetermined.	
RICTOR	0	MSKCC-DMP	P-0015717-T01-IM6	RICTOR-LOC285696 fusion	yes	unknown	NA	unknown	RICTOR (NM_152756) rearrangement: c.746_chr5:g.17010343inv Note: The RICTOR rearrangement is an inversion which includes exons 8 - 38 of RICTOR. One of the breakpoints is within exon 8. Multiple other structural rearrangements involving RICTOR were detected in this sample and a more complex rearrangement is possible.  The functional significance is undetermined.	
SH3GL2	0	MSKCC-DMP	P-0015717-T01-IM6	RNASEN-SH3GL2 fusion	yes	unknown	NA	unknown	DROSHA (NM_01323) - SH3GL2 (NM_003026) rearrangement: t(5;9)(p13.3;p22.2)(chr5:g.31515314::chr9:g.17618065) Note: The DROSHA - SH3GL2 rearrangement is a translocation with breakpoints within DROSHA exon 7 and SH3GL2 intron 1. The functional significance is undetermined.	
RNASEN	0	MSKCC-DMP	P-0015717-T01-IM6	RNASEN-SH3GL2 fusion	yes	unknown	NA	unknown	DROSHA (NM_01323) - SH3GL2 (NM_003026) rearrangement: t(5;9)(p13.3;p22.2)(chr5:g.31515314::chr9:g.17618065) Note: The DROSHA - SH3GL2 rearrangement is a translocation with breakpoints within DROSHA exon 7 and SH3GL2 intron 1. The functional significance is undetermined.	
ARID1A	0	MSKCC-DMP	P-0015920-T01-IM6	ARID1A-intragenic	yes	unknown	NA	unknown	ARID1A (NM_006015) rearrangement: c.2733-1053_c.2958del Note: The ARID1A rearrangement results in the deletion of exons 9 and 10. One of the breakpoints is within exon 10. The functional significance is undetermined.	
RAD54L	0	MSKCC-DMP	P-0015920-T01-IM6	RAD54L-intragenic	yes	unknown	NA	unknown	RAD54L (NM_001142548) rearrangement: c.1342_c.1869+927del Note: The RAD54L rearrangement results in the deletion of exons 13-17. One of the breakpoints is within exon 17. The functional significance is undetermined.	
NCOR1	0	MSKCC-DMP	P-0015920-T01-IM6	NCOR1-intragenic	yes	unknown	NA	unknown	NCOR1 (NM_006311) rearrangement: c.2120_c.2055+4196del Note: The NCOR1 rearrangement results in the deletion of exon 19. One of the breakpoints is within exon 19. The functional significance is undetermined.	
CARD11	0	MSKCC-DMP	P-0015937-T01-IM6	CARD11-intragenic	yes	unknown	NA	unknown	CARD11 (NM_032415) Rearrangement : c.1102_c.1178del Note: The CARD11 Rearrangement results in the intragenic deletion of exons 8-9. The breakpoints are within exon 8 and 9 respectively. Its functional significance is undetermined.	
TACC3	0	MSKCC-DMP	P-0015984-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	unknown	TACC3 (NM_006342) - FGFR3 (NM_000142) Rearrangement : c.1645-67:TACC3_c.*18:FGFR3dup Note: The TACC3 - FGFR3 Rearrangement results in the duplication of exons 8-16 of TACC3 and exons 1-18 of FGFR3. The breakpoint in FGFR3 is within exon18. This is not the canonical FGFR3-TACC3 fusion but may be associated with an undetected functional fusion. This event includes the protein kinase domain of FGFR3.	
FGFR3	0	MSKCC-DMP	P-0015984-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	unknown	TACC3 (NM_006342) - FGFR3 (NM_000142) Rearrangement : c.1645-67:TACC3_c.*18:FGFR3dup Note: The TACC3 - FGFR3 Rearrangement results in the duplication of exons 8-16 of TACC3 and exons 1-18 of FGFR3. The breakpoint in FGFR3 is within exon18. This is not the canonical FGFR3-TACC3 fusion but may be associated with an undetected functional fusion. This event includes the protein kinase domain of FGFR3.	
FMN1	0	MSKCC-DMP	P-0015989-T01-IM6	NAB2-FMN1 fusion	yes	unknown	NA	out of frame	FMN1 (NM_001103184) - NAB2 (NM_005967) Rearrangement : t(12,15)(q13.3,q13.3)(chr12:g.57487944::chr15:g.33270869) Note: The FMN1 - NAB2 Rearrangement results in the fusion of exons 1-3 of FMN1 with exon 7 of NAB2. Its functional significance is undetermined.	
NAB2	0	MSKCC-DMP	P-0015989-T01-IM6	NAB2-FMN1 fusion	yes	unknown	NA	out of frame	FMN1 (NM_001103184) - NAB2 (NM_005967) Rearrangement : t(12,15)(q13.3,q13.3)(chr12:g.57487944::chr15:g.33270869) Note: The FMN1 - NAB2 Rearrangement results in the fusion of exons 1-3 of FMN1 with exon 7 of NAB2. Its functional significance is undetermined.	
ROS1	0	MSKCC-DMP	P-0016046-T01-IM6	SLC34A2-ROS1 fusion	yes	unknown	NA	out of frame	ROS1 (NM_002944) - SLC34A2(NM_006424) fusion: t(4;6) (p15;q22)(chr4:g.25667671::chr6:g.117662059) ROS1 (NM_002944) - SLC34A2(NM_006424) rearrangement is a reciprocal translocation that results in the fusion of SLC34A2 exons 1-4 with ROS1 exons 31-43 including the ROS1 protein kinase domain.	
SLC34A2	0	MSKCC-DMP	P-0016046-T01-IM6	SLC34A2-ROS1 fusion	yes	unknown	NA	out of frame	ROS1 (NM_002944) - SLC34A2(NM_006424) fusion: t(4;6) (p15;q22)(chr4:g.25667671::chr6:g.117662059) ROS1 (NM_002944) - SLC34A2(NM_006424) rearrangement is a reciprocal translocation that results in the fusion of SLC34A2 exons 1-4 with ROS1 exons 31-43 including the ROS1 protein kinase domain.	
PHOX2B	0	MSKCC-DMP	P-0016048-T01-IM6	SCFD2-PHOX2B fusion	yes	unknown	NA	unknown	SCFD2 (NM_152540) - PHOX2B (NM_003924) rearrangement: c.1311+39466:SCFD2_c.314:PHOX2Bdel Note: The SCFD2 (NM_152540) - PHOX2B (NM_003924) rearrangement is a deletion which results in the fusion of SCFD2 exons 1-4 to PHOX2B exons 2-3. One of the breakpoints is within exon2 of PHOX2B. The functional significance is undetermined.	
SCFD2	0	MSKCC-DMP	P-0016048-T01-IM6	SCFD2-PHOX2B fusion	yes	unknown	NA	unknown	SCFD2 (NM_152540) - PHOX2B (NM_003924) rearrangement: c.1311+39466:SCFD2_c.314:PHOX2Bdel Note: The SCFD2 (NM_152540) - PHOX2B (NM_003924) rearrangement is a deletion which results in the fusion of SCFD2 exons 1-4 to PHOX2B exons 2-3. One of the breakpoints is within exon2 of PHOX2B. The functional significance is undetermined.	
ERG	0	MSKCC-DMP	P-0016063-T01-IM6	TMPRSS2-ERG fusion	yes	unknown	NA	in frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exon 1-2 with ERG exon 4-11) : c.127-513:TMPRSS2_c.40-57914:ERGdel Note: This fusion is predicted to be in-frame.	
TMPRSS2	0	MSKCC-DMP	P-0016063-T01-IM6	TMPRSS2-ERG fusion	yes	unknown	NA	in frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exon 1-2 with ERG exon 4-11) : c.127-513:TMPRSS2_c.40-57914:ERGdel Note: This fusion is predicted to be in-frame.	
DNMT3B	0	MSKCC-DMP	P-0016175-T01-IM6	C6orf118-DNMT3B fusion	yes	unknown	NA	unknown	DNMT3B (NM_006892) rearrangement:  t(6;20)(q27;q11.21)(chr6:g.165208692::chr20:g.31375366) Note: The DNMT3B rearrangement is a translocation that involves the truncation of exons 1-6.	
C6orf118	0	MSKCC-DMP	P-0016175-T01-IM6	C6orf118-DNMT3B fusion	yes	unknown	NA	unknown	DNMT3B (NM_006892) rearrangement:  t(6;20)(q27;q11.21)(chr6:g.165208692::chr20:g.31375366) Note: The DNMT3B rearrangement is a translocation that involves the truncation of exons 1-6.	
EYS	0	MSKCC-DMP	P-0016175-T01-IM6	ROS1-EYS fusion	yes	unknown	NA	unknown	ROS1 (NM_002944) rearrangement: g.66194183_c.5557+62:ROS1inv Note: The ROS1 rearrangement results in an inversion of exons 34-43. The functional significance is undetermined.	
ROS1	0	MSKCC-DMP	P-0016175-T01-IM6	ROS1-EYS fusion	yes	unknown	NA	unknown	ROS1 (NM_002944) rearrangement: g.66194183_c.5557+62:ROS1inv Note: The ROS1 rearrangement results in an inversion of exons 34-43. The functional significance is undetermined.	
ZNF135	0	MSKCC-DMP	P-0016188-T01-IM6	ERRFI1-ZNF135 fusion	yes	unknown	NA	unknown	ZNF135 (NM_007134) - ERRFI1 (NM_018948) fusion ( ZNF135 exon 4 with ERRFI1 exons 1-3) : t(1;19)(q36.31;q13.43)(chr1:g.8075425::chr19:g.58577950) Note: The ZNF135 (NM_007134) rearrangement is a translocation of ZNF135 exon 4 with ERRFI1 exons 1-3. Functional significance is undetermined.	
ERRFI1	0	MSKCC-DMP	P-0016188-T01-IM6	ERRFI1-ZNF135 fusion	yes	unknown	NA	unknown	ZNF135 (NM_007134) - ERRFI1 (NM_018948) fusion ( ZNF135 exon 4 with ERRFI1 exons 1-3) : t(1;19)(q36.31;q13.43)(chr1:g.8075425::chr19:g.58577950) Note: The ZNF135 (NM_007134) rearrangement is a translocation of ZNF135 exon 4 with ERRFI1 exons 1-3. Functional significance is undetermined.	
CDH2	0	MSKCC-DMP	P-0016226-T01-IM6	MALT1-CDH2 fusion	yes	unknown	NA	unknown	MALT1 (NM_006785) rearrangement: g.26544483_c.498+71:MALT1del Note: The MALT1 rearrangement results in the duplication of exons 1-3. The functional significance is undetermined.	
MALT1	0	MSKCC-DMP	P-0016226-T01-IM6	MALT1-CDH2 fusion	yes	unknown	NA	unknown	MALT1 (NM_006785) rearrangement: g.26544483_c.498+71:MALT1del Note: The MALT1 rearrangement results in the duplication of exons 1-3. The functional significance is undetermined.	
PMFBP1	0	MSKCC-DMP	P-0016237-T01-IM6	ZFHX3-PMFBP1 fusion	yes	unknown	NA	unknown	ZFHX3 (NM_006885) - PMFBP1 (NM_031293)  rearrangement: c.10357:ZFHX3_c.-1194:PMFBP1del Note: The ZFHX3 - PMFBP1 rearrangement is a deletion with breakpoints within  ZFHX3 exon 10 and the promoter region of PMFBP1. The functional significance is undetermined.	
ZFHX3	0	MSKCC-DMP	P-0016237-T01-IM6	ZFHX3-PMFBP1 fusion	yes	unknown	NA	unknown	ZFHX3 (NM_006885) - PMFBP1 (NM_031293)  rearrangement: c.10357:ZFHX3_c.-1194:PMFBP1del Note: The ZFHX3 - PMFBP1 rearrangement is a deletion with breakpoints within  ZFHX3 exon 10 and the promoter region of PMFBP1. The functional significance is undetermined.	
C1orf127	0	MSKCC-DMP	P-0016238-T01-IM6	MTOR-C1orf127 fusion	yes	unknown	NA	unknown	MTOR (NM_004958) rearrangement: c.60_chr1:g.10892644dup Note: The MTOR rearrangement is a duplication which includes exons 2-58 of MTOR. One of the breakpoints is within exon2. The functional significance is undetermined.	
MTOR	0	MSKCC-DMP	P-0016238-T01-IM6	MTOR-C1orf127 fusion	yes	unknown	NA	unknown	MTOR (NM_004958) rearrangement: c.60_chr1:g.10892644dup Note: The MTOR rearrangement is a duplication which includes exons 2-58 of MTOR. One of the breakpoints is within exon2. The functional significance is undetermined.	
TACC3	0	MSKCC-DMP	P-0016238-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	in frame	FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exon 17 fused to TACC3 exon 11): c.2274+45:FGFR3_c.1942-654:TACC3inv Note: The FGFR3 - TACC3 fusion is predicted to be in frame and includes the kinase domain of FGFR3.	
FGFR3	0	MSKCC-DMP	P-0016238-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	in frame	FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exon 17 fused to TACC3 exon 11): c.2274+45:FGFR3_c.1942-654:TACC3inv Note: The FGFR3 - TACC3 fusion is predicted to be in frame and includes the kinase domain of FGFR3.	
EGFR	0	MSKCC-DMP	P-0016256-T01-IM6	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion: c.89-14893_c.889+69del Note: The EGFR rearrangement is a vIII intragenic deletion.	
EGFR	0	MSKCC-DMP	P-0016256-T01-IM6	SEPT14-EGFR fusion	yes	unknown	NA	in frame	EGFR (NM_005228) - SEPT14 (NM_207366) fusion( EGFR exons 1-24 fused to SEPT14 exons 9-10): c.2946+284:EGFR_c.1120-3940:SEPT14inv Note: The EGFR - SEPT14 fusion is predicted to be in frame and includes the kinase domain of EGFR (PMID:23917401)	
SEPT14	0	MSKCC-DMP	P-0016256-T01-IM6	SEPT14-EGFR fusion	yes	unknown	NA	in frame	EGFR (NM_005228) - SEPT14 (NM_207366) fusion( EGFR exons 1-24 fused to SEPT14 exons 9-10): c.2946+284:EGFR_c.1120-3940:SEPT14inv Note: The EGFR - SEPT14 fusion is predicted to be in frame and includes the kinase domain of EGFR (PMID:23917401)	
DNMT1	0	MSKCC-DMP	P-0016308-T01-IM6	DNMT1-intragenic	yes	unknown	NA	unknown	DNMT1 (NM_001379) rearrangement: c.1803_c.80+3289del Note: The DNMT1 rearrangement results in the deletion of exons 2-21. One of the breakpoints is within exon 21. The functional significance is undetermined.	
EWSR1	0	MSKCC-DMP	P-0016311-T01-IM6	TRIOBP-EWSR1 fusion	yes	unknown	NA	out of frame	TRIOBP (NM_001039141) - EWSR1 (NM_013986) rearrangement: c.255-219:TRIOBP_c.1060+2:EWSR1Ldup Note: The TRIOBP - EWSR1 rearrangement is a duplication that results in the fusion of TRIOBP exons 1-4 with EWSR1 exons 12-18. The functional significance is undetermined.	
TRIOBP	0	MSKCC-DMP	P-0016311-T01-IM6	TRIOBP-EWSR1 fusion	yes	unknown	NA	out of frame	TRIOBP (NM_001039141) - EWSR1 (NM_013986) rearrangement: c.255-219:TRIOBP_c.1060+2:EWSR1Ldup Note: The TRIOBP - EWSR1 rearrangement is a duplication that results in the fusion of TRIOBP exons 1-4 with EWSR1 exons 12-18. The functional significance is undetermined.	
TMEM51	0	MSKCC-DMP	P-0016546-T01-IM6	SPEN-TMEM51 fusion	yes	unknown	NA	unknown	SPEN (NM_015001) - TMEM51 (NM_018022) rearrangement: c.2173:SPEN_c.-193-17536:TMEM51dup Note: The SPEN - TMEM51 rearrangement is a duplication which results in the fusion of SPEN exon11 to TMEM51 exon2. One of the breakpoints is within SPEN exon11. The functional significance is undetermined.	
SPEN	0	MSKCC-DMP	P-0016546-T01-IM6	SPEN-TMEM51 fusion	yes	unknown	NA	unknown	SPEN (NM_015001) - TMEM51 (NM_018022) rearrangement: c.2173:SPEN_c.-193-17536:TMEM51dup Note: The SPEN - TMEM51 rearrangement is a duplication which results in the fusion of SPEN exon11 to TMEM51 exon2. One of the breakpoints is within SPEN exon11. The functional significance is undetermined.	
EP300	0	MSKCC-DMP	P-0016614-T01-IM6	EP300-intragenic	yes	unknown	NA	unknown	EP300 (NM_001429) rearrangement: c.1744_c.3591-369del Note: The EP300 rearrangement is an intragenic deletion of exons 8-19. One of the breakpoints is within exon 8. The functional significance is undetermined.	
TACC3	0	MSKCC-DMP	P-0016624-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	unknown	FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exon 17 fused to TACC3 exon 5): c.2274+72:FGFR3_c.1387:TACC3dup Note: The FGFR3 - TACC3 fusion includes the kinase domain of FGFR3.	
FGFR3	0	MSKCC-DMP	P-0016624-T01-IM6	FGFR3-TACC3 fusion	yes	unknown	NA	unknown	FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exon 17 fused to TACC3 exon 5): c.2274+72:FGFR3_c.1387:TACC3dup Note: The FGFR3 - TACC3 fusion includes the kinase domain of FGFR3.	
EGFR	0	MSKCC-DMP	P-0016691-T01-IM6	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII deletion: c.88+7051_c.889+206del Note: The EGFR rearrangement is an intragenic EGFR vIII deletion.	
PPFIA2	0	MSKCC-DMP	P-0016697-T01-IM6	RAB35-PPFIA2 fusion	yes	unknown	NA	unknown	RAB35 (NM_006861) - PPFIA2 (NM_003625) rearrangement: c.477+69:RAB35_c.303+64413:PPFIA2del Note: The RAB35 - PPFIA2 rearrangement is a deletion which results in the fusion of RAB35 exons 1-5 to PPFIA2 exons 5-32. The functional significance is undetermined.	
RAB35	0	MSKCC-DMP	P-0016697-T01-IM6	RAB35-PPFIA2 fusion	yes	unknown	NA	unknown	RAB35 (NM_006861) - PPFIA2 (NM_003625) rearrangement: c.477+69:RAB35_c.303+64413:PPFIA2del Note: The RAB35 - PPFIA2 rearrangement is a deletion which results in the fusion of RAB35 exons 1-5 to PPFIA2 exons 5-32. The functional significance is undetermined.	
FFAR2	0	MSKCC-DMP	P-0016724-T01-IM6	KMT2B-FFAR2 fusion	yes	unknown	NA	unknown	KMT2B (NM_014727) rearrangement: g.35930466_c.437-103del Note: The KMT2B rearrangement results in the deletion of exons 1-2. The functional significance is undetermined.	
KMT2B	0	MSKCC-DMP	P-0016724-T01-IM6	KMT2B-FFAR2 fusion	yes	unknown	NA	unknown	KMT2B (NM_014727) rearrangement: g.35930466_c.437-103del Note: The KMT2B rearrangement results in the deletion of exons 1-2. The functional significance is undetermined.	
RB1	0	MSKCC-DMP	P-0016809-T01-IM6	RB1-intragenic	yes	unknown	NA	in frame	RB1 (NM_000321) rearrangement: c.1333-1109_c.1390-44del Note: The RB1 rearrangement is a deletion of exon 14. The functional significance is undetermined.	
GPR1-AS	0	MSKCC-DMP	P-0016809-T01-IM6	IDH1-GPR1-AS fusion	yes	unknown	NA	unknown	IDH1 (NM_005896) rearrangement: g.207074689_c.368:IDH1inv Note: The IDH1 rearrangement results in an inversion of exons 1-4. One of the breakpoints is within exon 4. The functional significance is undetermined.	
IDH1	0	MSKCC-DMP	P-0016809-T01-IM6	IDH1-GPR1-AS fusion	yes	unknown	NA	unknown	IDH1 (NM_005896) rearrangement: g.207074689_c.368:IDH1inv Note: The IDH1 rearrangement results in an inversion of exons 1-4. One of the breakpoints is within exon 4. The functional significance is undetermined.	
